Branch,Code,EmployerSlug,ListingTitle,CompanyName,Location,Url,FitScore,Directness,PlatformTags,RequiresClearance,ClearanceNote,SnapshotDate,EvidenceNote,SourceKind,SourceUrl,SourceRetrievedOn
army,25S,leidos,Field/Base Communications Network Engineer,Leidos,"Washington, DC",https://careers.leidos.com/jobs/18094660-field-slash-base-communications-network-engineer,98,direct,SMIT;Navy IT;SATCOM;Secret;Security+;CCNA;routing/switching,True,"Secret, Security+/IAT II, and CCNA-type certification are cited in the pasted listing evidence",2026-09-02,25S satellite communications and network transport experience maps directly to Leidos field/base communications support.,current_posting_snapshot,https://careers.leidos.com/jobs/18094660-field-slash-base-communications-network-engineer,2026-09-02
navy,IT,leidos,Field/Base Communications Network Engineer,Leidos,"Washington, DC",https://careers.leidos.com/jobs/18094660-field-slash-base-communications-network-engineer,99,direct,SMIT;Navy IT;Secret;Security+;CCNA;routing/switching,True,"Secret, Security+/IAT II, and CCNA-type certification are cited in the pasted listing evidence",2026-09-02,Navy IT is a direct feeder for Leidos Navy SMIT and field/base network communications roles.,current_posting_snapshot,https://careers.leidos.com/jobs/18094660-field-slash-base-communications-network-engineer,2026-09-02
marine_corps,0627,leidos,Field/Base Communications Network Engineer,Leidos,"Washington, DC",https://careers.leidos.com/jobs/18094660-field-slash-base-communications-network-engineer,96,direct,SATCOM;field communications;Secret;Security+;routing/switching,True,"Secret, Security+/IAT II, and CCNA-type certification are cited in the pasted listing evidence",2026-09-02,Marine 0627 SATCOM experience maps directly to Leidos tactical network transport and field communications support.,current_posting_snapshot,https://careers.leidos.com/jobs/18094660-field-slash-base-communications-network-engineer,2026-09-02
air_force,1D731A,leidos,Network Engineer,Leidos,"Fort Shafter, HI",https://careers.leidos.com/jobs/18185808-network-engineer,97,direct,LAN/WAN;Cisco;routing/switching;crypto devices;TS/SCI;Security+;CCNP,True,"TS/SCI, Security+, CCNP, DoD communications, Cisco, crypto devices, routing/switching and firewalls are cited in the pasted listing evidence",2026-09-02,1D731A network operations maps directly to this Leidos cleared network-engineer profile.,current_posting_snapshot,https://careers.leidos.com/jobs/18185808-network-engineer,2026-09-02
army,25U,saic,Junior System Administrator,SAIC,"Panama City Beach, FL",https://jobs.saic.com/jobs/18090023-junior-system-administrator,88,adjacent,JEXC2;deployable C2;SATCOM;system administration;Secret;IAT II,True,Secret and DoD IAT II are cited in the pasted listing evidence,2026-09-02,25U tactical communications support can fit SAIC deployable C2 IT work when SATCOM or system-administration duties are documented.,current_posting_snapshot,https://jobs.saic.com/jobs/18090023-junior-system-administrator,2026-09-02
marine_corps,0627,saic,Junior System Administrator,SAIC,"Panama City Beach, FL",https://jobs.saic.com/jobs/18090023-junior-system-administrator,94,direct,JEXC2;deployable C2;SATCOM;system administration;Secret;IAT II,True,Secret and DoD IAT II are cited in the pasted listing evidence,2026-09-02,Marine satellite transmissions experience is a direct match for SAIC deployable JEXC2 command-and-control IT support.,current_posting_snapshot,https://jobs.saic.com/jobs/18090023-junior-system-administrator,2026-09-02
navy,IT,saic,Network Engineer,SAIC,"Panama City Beach, FL",https://jobs.saic.com/jobs/18175589-network-engineer,96,direct,switches;routers;firewalls;VPN;VoIP;VTC;encryption equipment;Secret;IAT II,True,Secret and DoD IAT II are cited in the pasted listing evidence,2026-09-02,Navy IT network and COMSEC experience maps directly to SAIC Navy network engineer work.,current_posting_snapshot,https://jobs.saic.com/jobs/18175589-network-engineer,2026-09-02
marine_corps,0631,saic,Network Engineer,SAIC,"Panama City Beach, FL",https://jobs.saic.com/jobs/18175589-network-engineer,97,direct,switches;routers;firewalls;VPN;VoIP;VTC;encryption equipment;Secret;IAT II,True,Secret and DoD IAT II are cited in the pasted listing evidence,2026-09-02,Marine 0631 routing/switching and NOC experience maps directly to this SAIC network engineer profile.,current_posting_snapshot,https://jobs.saic.com/jobs/18175589-network-engineer,2026-09-02
army,25B,peraton,Systems Administrator - Windows,Peraton,"Fort Huachuca, AZ",https://www.careers.peraton.com/jobs/systems-administrator-windows-fort-huachuca-arizona-167245-jobs--information-technology--,96,direct,Windows;PowerShell;STIG;SCCM/MECM;Security+;IAT II;Secret,True,Secret and Security+/IAT II are cited in the pasted listing evidence,2026-09-02,"25B systems support maps directly to Peraton Windows administration, STIG, SCCM/MECM, and DoD compliance work.",current_posting_snapshot,https://www.careers.peraton.com/jobs/systems-administrator-windows-fort-huachuca-arizona-167245-jobs--information-technology--,2026-09-02
marine_corps,0671,peraton,Systems Administrator,Peraton,"Fort Meade, MD",https://www.careers.peraton.com/jobs/systems-administrator-fort-meade-maryland-169161-jobs--information-technology--,96,direct,systems administration;DoD cyber defense;TS/SCI;Security+;IAT II,True,TS/SCI and Security+/IAT II are cited in the pasted listing evidence,2026-09-02,Marine 0671 data systems administration maps directly to Peraton classified cyber-defense systems administration.,current_posting_snapshot,https://www.careers.peraton.com/jobs/systems-administrator-fort-meade-maryland-169161-jobs--information-technology--,2026-09-02
air_force,1D731D,peraton,Systems Administrator,Peraton,"Fort Meade, MD",https://www.careers.peraton.com/jobs/systems-administrator-fort-meade-maryland-169161-jobs--information-technology--,94,direct,DoD cyber defense;Security Operations;TS/SCI;Security+;IAT II,True,TS/SCI and Security+/IAT II are cited in the pasted listing evidence,2026-09-02,1D731D security operations maps to Peraton systems administration inside DoD cyber-defense environments.,current_posting_snapshot,https://www.careers.peraton.com/jobs/systems-administrator-fort-meade-maryland-169161-jobs--information-technology--,2026-09-02
navy,746A,peraton,Systems Administrator - Windows,Peraton,"Fort Huachuca, AZ",https://www.careers.peraton.com/jobs/systems-administrator-windows-fort-huachuca-arizona-167245-jobs--information-technology--,98,direct,Windows;PowerShell;STIG;SCCM/MECM;Security+;IAT II;Secret,True,Secret and Security+/IAT II are cited in the pasted listing evidence,2026-09-02,Navy 746A information systems administrator duties are nearly verbatim Peraton Windows systems-administrator evidence.,current_posting_snapshot,https://www.careers.peraton.com/jobs/systems-administrator-windows-fort-huachuca-arizona-167245-jobs--information-technology--,2026-09-02
navy,IT,lockheed-sikorsky,Systems Administrator / ALIS,Lockheed Martin,"Lask, Poland",https://www.lockheedmartinjobs.com/job/orlando/systems-administrator-alis-lask-poland/694/95260743552,90,direct,VMware;Hyper-V;RHEL;Windows Server;backups;server hardware;network equipment;Secret,True,"Secret, VMware/Hyper-V, RHEL, Windows Server, backup/restore, server hardware, and network equipment are cited in the pasted listing evidence",2026-09-02,Navy IT systems and network administration maps to Lockheed ALIS systems-administrator work.,current_posting_snapshot,https://www.lockheedmartinjobs.com/job/orlando/systems-administrator-alis-lask-poland/694/95260743552,2026-09-02
air_force,1D731B,lockheed-sikorsky,Systems Administrator / ALIS,Lockheed Martin,"Lask, Poland",https://www.lockheedmartinjobs.com/job/orlando/systems-administrator-alis-lask-poland/694/95260743552,92,direct,VMware;Hyper-V;RHEL;Windows Server;backups;server hardware;network equipment;Secret,True,"Secret, VMware/Hyper-V, RHEL, Windows Server, backup/restore, server hardware, and network equipment are cited in the pasted listing evidence",2026-09-02,1D731B systems operations maps directly to Lockheed classified systems-administrator work.,current_posting_snapshot,https://www.lockheedmartinjobs.com/job/orlando/systems-administrator-alis-lask-poland/694/95260743552,2026-09-02
army,25S,l3harris,"Specialist, Cyber Intelligence - Systems Administrator",L3Harris,"Salt Lake City, UT",https://jobs.l3harris.com/job/Salt-Lake-City-Specialist%2C-Cyber-Intelligence-Systems-Administrator-UT-84116/1425072900/,90,direct,Windows/Linux;RMF;STIG;VMware;Active Directory;ACAS;SCAP;HBSS;incident response;Secret,True,"Secret and Windows/Linux, RMF, STIG, VMware, AD, ACAS/SCAP/HBSS, and incident-response signals are cited in the pasted listing evidence",2026-09-02,"25S communications systems experience is a good L3Harris fit when paired with classified network, RMF, and systems-administration evidence.",current_posting_snapshot,https://jobs.l3harris.com/job/Salt-Lake-City-Specialist%2C-Cyber-Intelligence-Systems-Administrator-UT-84116/1425072900/,2026-09-02
navy,741A,l3harris,"Specialist, Cyber Intelligence - Systems Administrator",L3Harris,"Salt Lake City, UT",https://jobs.l3harris.com/job/Salt-Lake-City-Specialist%2C-Cyber-Intelligence-Systems-Administrator-UT-84116/1425072900/,96,direct,ISSM;RMF;STIG;ACAS;SCAP;HBSS;incident response;Secret,True,Secret and RMF/STIG/ACAS/SCAP/HBSS signals are cited in the pasted listing evidence,2026-09-02,Navy 741A information-system security manager experience maps directly to L3Harris ISSM/RMF systems-administrator work.,current_posting_snapshot,https://jobs.l3harris.com/job/Salt-Lake-City-Specialist%2C-Cyber-Intelligence-Systems-Administrator-UT-84116/1425072900/,2026-09-02
army,92Y,anduril,Logistics Coordinator,Anduril Industries,"Herndon, VA",https://job-boards.greenhouse.io/andurilindustries/jobs/5203398007,96,direct,WMS;shipping;receiving;warehouse;hardware movement;Salesforce,False,,2026-09-02,"Official Anduril Greenhouse snapshot describes WMS order processing, shipping/receiving, warehouse operations, inventory, and hardware movement.",current_posting_snapshot,https://job-boards.greenhouse.io/andurilindustries/jobs/5203398007,2026-09-02
army,92A,anduril,Logistics Coordinator,Anduril Industries,"Herndon, VA",https://job-boards.greenhouse.io/andurilindustries/jobs/5203398007,94,direct,WMS;shipping;receiving;warehouse;hardware movement;Salesforce,False,,2026-09-02,"Anduril logistics duties overlap with 92A warehouse, inventory, material-control, and logistics automation experience.",current_posting_snapshot,https://job-boards.greenhouse.io/andurilindustries/jobs/5203398007,2026-09-02
air_force,2T2X1,anduril,Logistics Coordinator,Anduril Industries,"Herndon, VA",https://job-boards.greenhouse.io/andurilindustries/jobs/5203398007,92,direct,WMS;shipping;receiving;warehouse;hardware movement;freight,False,,2026-09-02,"Anduril shipping, receiving, order processing, and freight coordination map strongly to air transportation and cargo movement experience.",current_posting_snapshot,https://job-boards.greenhouse.io/andurilindustries/jobs/5203398007,2026-09-02
coast_guard,SK,anduril,Logistics Coordinator,Anduril Industries,"Herndon, VA",https://job-boards.greenhouse.io/andurilindustries/jobs/5203398007,92,direct,WMS;shipping;receiving;warehouse;hardware movement;inventory,False,,2026-09-02,"Anduril logistics coordinator duties map cleanly to Coast Guard Storekeeper supply and inventory experience.",current_posting_snapshot,https://job-boards.greenhouse.io/andurilindustries/jobs/5203398007,2026-09-02
army,92Y,amazon-aws,"Logistics Specialist, ADC InfraOps Logistics",Amazon Web Services,"Jessup, MD",https://www.amazon.jobs/en-gb/jobs/10507207/logistics-specialist-adc-infraops-logistics,95,direct,inventory;shipping;receiving;chain of custody;warehouse;box truck,True,Requires U.S. citizenship and TS/SCI with polygraph,2026-09-02,"Amazon posting requires shipping, receiving, inventory and warehousing experience and describes chain-of-custody, loading/unloading, records, and parts movement.",current_posting_snapshot,https://www.amazon.jobs/en-gb/jobs/10507207/logistics-specialist-adc-infraops-logistics,2026-09-02
army,92A,amazon-aws,"Logistics Specialist, ADC InfraOps Logistics",Amazon Web Services,"Jessup, MD",https://www.amazon.jobs/en-gb/jobs/10507207/logistics-specialist-adc-infraops-logistics,94,direct,inventory;shipping;receiving;IMS;warehouse;chain of custody,True,Requires U.S. citizenship and TS/SCI with polygraph,2026-09-02,"AWS data-center logistics directly overlaps with 92A inventory, material-control, equipment-record, and warehouse-system experience.",current_posting_snapshot,https://www.amazon.jobs/en-gb/jobs/10507207/logistics-specialist-adc-infraops-logistics,2026-09-02
air_force,2T2X1,amazon-aws,"Logistics Specialist, ADC InfraOps Logistics",Amazon Web Services,"Jessup, MD",https://www.amazon.jobs/en-gb/jobs/10507207/logistics-specialist-adc-infraops-logistics,94,direct,shipping;receiving;loading;warehouse;transportation;chain of custody,True,Requires U.S. citizenship and TS/SCI with polygraph,2026-09-02,"AWS loading, unloading, shipment, inventory, and parts movement duties are a strong civilian analogue for Air Transportation experience.",current_posting_snapshot,https://www.amazon.jobs/en-gb/jobs/10507207/logistics-specialist-adc-infraops-logistics,2026-09-02
coast_guard,SK,amazon-aws,"Logistics Specialist, ADC InfraOps Logistics",Amazon Web Services,"Jessup, MD",https://www.amazon.jobs/en-gb/jobs/10507207/logistics-specialist-adc-infraops-logistics,92,direct,inventory;shipping;receiving;warehouse;chain of custody;IMS,True,Requires U.S. citizenship and TS/SCI with polygraph,2026-09-02,"AWS logistics duties map to Coast Guard SK supply, inventory, warehouse, and accountable-material experience.",current_posting_snapshot,https://www.amazon.jobs/en-gb/jobs/10507207/logistics-specialist-adc-infraops-logistics,2026-09-02
army,92F,amazon-aws,"Logistics Specialist, ADC InfraOps Logistics",Amazon Web Services,"Manassas/Culpeper, VA",https://amazon.jobs/en/jobs/10510054/logistics-specialist-adc-infraops-logistics,82,adjacent,inventory;shipping;receiving;equipment delivery;route planning;warehouse,True,Requires ability to obtain and maintain TS/SCI with polygraph,2026-09-02,"Amazon Manassas/Culpeper snapshot cites inventory, shipping/receiving, equipment deliveries, route/load planning, and warehouse coordination; use for 92F only when broader unit logistics duties are present.",current_posting_snapshot,https://amazon.jobs/en/jobs/10510054/logistics-specialist-adc-infraops-logistics,2026-09-02
navy,LS,amazon-aws,"Logistics Specialist, ADC InfraOps Logistics",Amazon Web Services,"Manassas/Culpeper, VA",https://amazon.jobs/en/jobs/10510054/logistics-specialist-adc-infraops-logistics,93,direct,inventory;shipping;receiving;equipment delivery;stock control;warehouse,True,Requires ability to obtain and maintain TS/SCI with polygraph,2026-09-02,"Amazon Manassas/Culpeper logistics duties are a direct fit for Navy Logistics Specialist supply, stock-control, and material movement experience.",current_posting_snapshot,https://amazon.jobs/en/jobs/10510054/logistics-specialist-adc-infraops-logistics,2026-09-02
air_force,2T2X1,amazon-aws,"Logistics Specialist, ADC InfraOps Logistics",Amazon Web Services,"Manassas/Culpeper, VA",https://amazon.jobs/en/jobs/10510054/logistics-specialist-adc-infraops-logistics,92,direct,inventory;shipping;receiving;equipment delivery;route planning;warehouse,True,Requires ability to obtain and maintain TS/SCI with polygraph,2026-09-02,"Amazon Manassas/Culpeper logistics duties map to cargo movement, warehouse, transportation, and equipment-delivery experience.",current_posting_snapshot,https://amazon.jobs/en/jobs/10510054/logistics-specialist-adc-infraops-logistics,2026-09-02
air_force,2T0X1,amazon-aws,"Transportation Procurement Mgr, AWS Cloud Logistics, Procurement",Amazon Web Services,"Austin, TX",https://www.amazon.jobs/en-gb/jobs/10493152/transportation-procurement-mgr-aws-cloud-logistics-procurement,94,direct,transportation procurement;freight;RFP;RFQ;carrier management;rate benchmarking,False,,2026-09-02,"AWS role manages transportation-provider sourcing, RFP/RFQ/RFI work, freight capacity, commercial negotiations, and supplier performance; it is a senior target for traffic-management veterans.",current_posting_snapshot,https://www.amazon.jobs/en-gb/jobs/10493152/transportation-procurement-mgr-aws-cloud-logistics-procurement,2026-09-02
coast_guard,SK,amazon-aws,"Supply Chain Specialist, GPCS",Amazon,"Tempe, AZ",https://www.amazon.jobs/cs/jobs/10480626/supply-chain-specialist-gpcs-gpcs,88,direct,forecasting;inventory management;cycle counts;procurement transactions;expediting;purchase orders,False,,2026-09-02,"Amazon GPCS official snapshot cites forecasting, inventory management, cycle counts, procurement transaction support, expediting, and supplier coordination.",current_posting_snapshot,https://www.amazon.jobs/cs/jobs/10480626/supply-chain-specialist-gpcs-gpcs,2026-09-02
army,92Y,amazon-aws,"Supply Chain Specialist, GPCS",Amazon,"Tempe, AZ",https://www.amazon.jobs/cs/jobs/10480626/supply-chain-specialist-gpcs-gpcs,88,direct,forecasting;inventory management;cycle counts;procurement transactions;expediting;purchase orders,False,,2026-09-02,"Amazon GPCS is a lower-barrier procurement/supply-chain example for 92Y personnel with Excel, stock-control, and requisitioning experience.",current_posting_snapshot,https://www.amazon.jobs/cs/jobs/10480626/supply-chain-specialist-gpcs-gpcs,2026-09-02
coast_guard,SK,boeing,"Spirit Defense - Associate Supply Chain Procurement Agent",Boeing / Spirit Defense,"Wichita, KS",https://jobs.boeing.com/job/wichita/spirit-defense-associate-supply-chain-procurement-agent/185/99764141152,90,direct,procurement;supplier management;MRP;SAP;inventory demand;Secret,True,Ability to obtain U.S. Secret and Special Program Access cited by Boeing,2026-09-02,"Boeing/Spirit role asks for supply-chain experience and covers supplier activity, RFQs/RFPs, contracts, forecasting, inventory demand, and supply-chain planning.",current_posting_snapshot,https://jobs.boeing.com/job/wichita/spirit-defense-associate-supply-chain-procurement-agent/185/99764141152,2026-09-02
army,92Y,boeing,"Spirit Defense - Associate Supply Chain Procurement Agent",Boeing / Spirit Defense,"Wichita, KS",https://jobs.boeing.com/job/wichita/spirit-defense-associate-supply-chain-procurement-agent/185/99764141152,82,adjacent,procurement;supplier management;MRP;SAP;inventory demand;Secret,True,Ability to obtain U.S. Secret and Special Program Access cited by Boeing,2026-09-02,"Use this as a progression target for 92Y only when the service record shows purchasing, vendor, or supply-chain administration beyond issuing equipment.",current_posting_snapshot,https://jobs.boeing.com/job/wichita/spirit-defense-associate-supply-chain-procurement-agent/185/99764141152,2026-09-02
coast_guard,SK,boeing,Associate Procurement Agent,Boeing,"Hialeah, FL or Wichita, KS",https://jobs.boeing.com/job/hialeah/associate-procurement-agent/185/99905036512,88,direct,procurement;sourcing;purchase orders;supplier quality;ERP;contracts,False,,2026-09-02,"Boeing posting covers supplier purchase orders/contracts, source selection, RFPs, supplier performance, ERP, and procurement/sourcing experience.",current_posting_snapshot,https://jobs.boeing.com/job/hialeah/associate-procurement-agent/185/99905036512,2026-09-02
air_force,2T0X1,boeing,Associate Procurement Agent,Boeing,"Hialeah, FL or Wichita, KS",https://jobs.boeing.com/job/hialeah/associate-procurement-agent/185/99905036512,78,adjacent,procurement;sourcing;purchase orders;supplier quality;ERP;contracts,False,,2026-09-02,"This is an adjacent path for 2T0X1 personnel only where traffic-management experience includes supplier, carrier, RFP, or contracting exposure.",current_posting_snapshot,https://jobs.boeing.com/job/hialeah/associate-procurement-agent/185/99905036512,2026-09-02
navy,AZ,boeing,"Supply Chain Analyst Level 2-3 - B-52J CERP",Boeing,"Oklahoma City, OK",https://jobs.boeing.com/en/job/oklahoma-city/supply-chain-analyst-level-2-3-b-52j-cerp/185/99550189104,95,direct,B-52J;shortage tracking;maintenance planning;scheduling;supply-chain metrics;Secret,True,Ability to obtain U.S. Secret cited by Boeing,2026-09-02,"Boeing role tracks shortages, schedules, procurement plans, supply-chain metrics, and mitigation plans, which maps directly to AZ maintenance administration and planning experience.",current_posting_snapshot,https://jobs.boeing.com/en/job/oklahoma-city/supply-chain-analyst-level-2-3-b-52j-cerp/185/99550189104,2026-09-02
air_force,2R2X1,boeing,"Supply Chain Analyst Level 2-3 - B-52J CERP",Boeing,"Oklahoma City, OK",https://jobs.boeing.com/en/job/oklahoma-city/supply-chain-analyst-level-2-3-b-52j-cerp/185/99550189104,96,direct,B-52J;shortage tracking;maintenance planning;scheduling;supply-chain metrics;Secret,True,Ability to obtain U.S. Secret cited by Boeing,2026-09-02,"Boeing explicitly accepts relevant military experience and describes shortage tracking, scheduling, procurement planning, and supply-chain mitigation work matching Maintenance Management.",current_posting_snapshot,https://jobs.boeing.com/en/job/oklahoma-city/supply-chain-analyst-level-2-3-b-52j-cerp/185/99550189104,2026-09-02
air_force,2R0X1,boeing,"Supply Chain Analyst Level 2-3 - B-52J CERP",Boeing,"Oklahoma City, OK",https://jobs.boeing.com/en/job/oklahoma-city/supply-chain-analyst-level-2-3-b-52j-cerp/185/99550189104,94,direct,B-52J;shortage tracking;maintenance analysis;scheduling;supply-chain metrics;Secret,True,Ability to obtain U.S. Secret cited by Boeing,2026-09-02,"Legacy 2R0X1 maintenance analysis maps to Boeing's shortage tracking, metrics, data analysis, and supply-chain mitigation responsibilities.",current_posting_snapshot,https://jobs.boeing.com/en/job/oklahoma-city/supply-chain-analyst-level-2-3-b-52j-cerp/185/99550189104,2026-09-02
air_force,2R1X1,boeing,"Supply Chain Analyst Level 2-3 - B-52J CERP",Boeing,"Oklahoma City, OK",https://jobs.boeing.com/en/job/oklahoma-city/supply-chain-analyst-level-2-3-b-52j-cerp/185/99550189104,94,direct,B-52J;shortage tracking;production control;scheduling;supply-chain metrics;Secret,True,Ability to obtain U.S. Secret cited by Boeing,2026-09-02,"Legacy 2R1X1 production-control experience maps to Boeing's schedule, shortage, and procurement-plan tracking responsibilities.",current_posting_snapshot,https://jobs.boeing.com/en/job/oklahoma-city/supply-chain-analyst-level-2-3-b-52j-cerp/185/99550189104,2026-09-02
air_force,2T0X1,leidos,Supply Class Planner,Leidos,"Aiea, HI",https://careers.leidos.com/jobs/18125267-supply-class-planner,86,direct,classes of supply;transportation;distribution;sustainment planning;USPACOM;TS/SCI,True,Active TS with SCI eligibility required prior to start,2026-09-02,"Leidos role plans all classes of supply and coordinates with supply, transportation, and distribution teams; senior experience and TS/SCI are required.",current_posting_snapshot,https://careers.leidos.com/jobs/18125267-supply-class-planner,2026-09-02
army,92F,leidos,Supply Class Planner,Leidos,"Aiea, HI",https://careers.leidos.com/jobs/18125267-supply-class-planner,84,adjacent,classes of supply;Class III;transportation;distribution;sustainment planning;TS/SCI,True,Active TS with SCI eligibility required prior to start,2026-09-02,"Leidos supply-class planning is a senior sustainment target for 92F where fuel logistics is paired with broader DoD supply planning experience.",current_posting_snapshot,https://careers.leidos.com/jobs/18125267-supply-class-planner,2026-09-02
