Branch,Code,RoleSlug,FitScore,Directness,Rationale,SourceKind,SourceUrl,SourceRetrievedOn
navy,C04A,electronic-warfare-specialist,94,direct,"SLQ-32(V)6 maintenance maps directly to electronic support, countermeasures, receiver systems, and naval EW sustainment.",curated_mapping,https://www.mynavyhr.navy.mil/Portals/55/Career/ECM/Crypto_IT/CTT%20FY-27%20ECP%20FINAL.pdf,2026-08-29
navy,C36A,electronic-warfare-specialist,96,direct,"AN/SLQ-32(V)6 operator qualification is a strong operational EW, threat-warning, and countermeasure signal.",curated_mapping,https://www.mynavyhr.navy.mil/Portals/55/Career/ECM/Crypto_IT/CTT%20FY-27%20ECP%20FINAL.pdf,2026-08-29
navy,C36A,spectrum-operations-analyst,86,adjacent,"Senior shipboard EW operator experience can support EMSO and mission-planning roles when coordination duties are present.",curated_mapping,https://www.mynavyhr.navy.mil/Portals/55/Career/ECM/Crypto_IT/CTT%20FY-27%20ECP%20FINAL.pdf,2026-08-29
navy,C05A,spectrum-operations-analyst,98,direct,"Electromagnetic Warfare Coordinator qualification maps directly to EMSO planning, coordination, and spectrum operations roles.",curated_mapping,https://www.mynavyhr.navy.mil/Portals/55/Career/ECM/Crypto_IT/CTT%20FY-27%20ECP%20FINAL.pdf,2026-08-29
navy,C05A,electronic-warfare-specialist,94,direct,"Advanced EW coordination experience is a strong match for operational EW specialist and EW mission-support roles.",curated_mapping,https://www.mynavyhr.navy.mil/Portals/55/Career/ECM/Crypto_IT/CTT%20FY-27%20ECP%20FINAL.pdf,2026-08-29
navy,C06A,elint-analyst,94,direct,"Airborne cryptologic operator experience on P-8 platforms is a strong ELINT, SIGINT, and airborne sensor analysis signal.",curated_mapping,https://www.mynavyhr.navy.mil/Portals/55/Career/ECM/Crypto_IT/CTT%20FY-27%20ECP%20FINAL.pdf,2026-08-29
navy,C06A,electronic-warfare-specialist,88,direct,"Airborne collection and EW mission experience supports EW operations and mission-system analysis roles.",curated_mapping,https://www.mynavyhr.navy.mil/Portals/55/Career/ECM/Crypto_IT/CTT%20FY-27%20ECP%20FINAL.pdf,2026-08-29
navy,C07A,elint-analyst,99,direct,"Operational ELINT analyst qualification maps directly to radar signal analysis, emitter identification, and technical intelligence roles.",curated_mapping,https://www.mynavyhr.navy.mil/Portals/55/Career/ECM/Crypto_IT/CTT%20FY-27%20ECP%20FINAL.pdf,2026-08-29
navy,C07A,threat-hunter,76,adjacent,"ELINT analysts can move into threat hunting or intelligence-fusion roles when cyber telemetry, scripting, or detection experience is also present.",curated_mapping,https://www.mynavyhr.navy.mil/Portals/55/Career/ECM/Crypto_IT/CTT%20FY-27%20ECP%20FINAL.pdf,2026-08-29
navy,C17A,elint-analyst,99,direct,"Intermediate Technical ELINT Analysis Technician qualification is one of the strongest signals for technical ELINT and radar signal analysis work.",curated_mapping,https://www.mynavyhr.navy.mil/Portals/55/Career/ECM/Crypto_IT/CTT%20FY-27%20ECP%20FINAL.pdf,2026-08-29
navy,C17A,ew-test-and-evaluation-technician,86,adjacent,"Technical ELINT analysis supports EW test, threat-library, and system-evaluation work when lab or range support is documented.",curated_mapping,https://www.mynavyhr.navy.mil/Portals/55/Career/ECM/Crypto_IT/CTT%20FY-27%20ECP%20FINAL.pdf,2026-08-29
army,17E,electronic-warfare-specialist,99,direct,"17E duties focus on electronic attack, electronic protection, electronic support, and electromagnetic spectrum operations.",curated_mapping,https://www.goarmy.com/careers-and-jobs/signal-intelligence/locations-stats-frequencies/17e-electromagnetic-warfare-specialist,2026-08-29
army,17E,spectrum-operations-analyst,94,direct,"17E spectrum, radio, cellular, satellite, GPS, and radar work maps strongly to EMSO and spectrum-analysis roles.",curated_mapping,https://www.goarmy.com/careers-and-jobs/signal-intelligence/locations-stats-frequencies/17e-electromagnetic-warfare-specialist,2026-08-29
army,17E,counter-uas-ew-specialist,90,direct,"Tactical jamming, signal detection/location, and field EW experience fit counter-UAS EW fielding and sustainment paths.",curated_mapping,https://www.goarmy.com/careers-and-jobs/signal-intelligence/locations-stats-frequencies/17e-electromagnetic-warfare-specialist,2026-08-29
marine_corps,1704,spectrum-operations-analyst,98,direct,"1704 Electromagnetic Spectrum Operations Planner is directly aligned to EMSO planning and cyber-electromagnetic warfare coordination.",curated_mapping,https://www.marines.mil/News/Messages/Messages-Display/Article/4275553/soliciting-nominations-for-the-fy26-cyber-electromagnetic-warfare-operations-of/,2026-08-29
marine_corps,1704,cyber-operations-planner,88,direct,"Cyber-electromagnetic warfare operations planning overlaps with cyber operations planning where authorities, effects, and spectrum risk are coordinated.",curated_mapping,https://www.marines.mil/News/Messages/Messages-Display/Article/4275553/soliciting-nominations-for-the-fy26-cyber-electromagnetic-warfare-operations-of/,2026-08-29
marine_corps,2621,electronic-warfare-specialist,94,direct,"Signals Intelligence/Electronic Warfare experience maps directly to SIGINT/EW operations, RF collection, and electronic support roles.",curated_mapping,https://www.marines.mil/News/Messages/Messages-Display/Article/4035390/fiscal-year-2026-national-security-agency-cryptologic-internship-programs/,2026-08-29
marine_corps,2621,elint-analyst,88,direct,"2621 backgrounds are strong for SIGINT and ELINT-adjacent analysis where collection and emitter analysis are explicit.",curated_mapping,https://www.marines.mil/News/Messages/Messages-Display/Article/4035390/fiscal-year-2026-national-security-agency-cryptologic-internship-programs/,2026-08-29
marine_corps,2631,elint-analyst,99,direct,"2631 Electronic Intelligence experience maps directly to operational ELINT, radar signal analysis, and technical intelligence roles.",curated_mapping,https://www.marines.mil/News/Messages/Messages-Display/Article/4035390/fiscal-year-2026-national-security-agency-cryptologic-internship-programs/,2026-08-29
marine_corps,2631,electronic-warfare-specialist,90,direct,"ELINT and SIGINT/EW experience supports operational EW, threat-warning, and mission-support roles.",curated_mapping,https://www.marines.mil/News/Messages/Messages-Display/Article/4035390/fiscal-year-2026-national-security-agency-cryptologic-internship-programs/,2026-08-29
air_force,2A5X3,radar-systems-technician,96,direct,"Mobility Air Forces EW maintainers operate and maintain EW systems on C-5, C-17, C-130, and C-12 aircraft.",curated_mapping,https://www.airforce.com/careers/aviation-and-flight/mobility-air-forces-electronic-warfare-systems,2026-08-29
air_force,2A5X3,ew-test-and-evaluation-technician,88,adjacent,"EW avionics troubleshooting, schematics, wiring diagrams, and test equipment experience support integration and test roles.",curated_mapping,https://www.airforce.com/careers/aviation-and-flight/mobility-air-forces-electronic-warfare-systems,2026-08-29
air_force,2A8X3,radar-systems-technician,96,direct,"SOF/PR integrated EW systems work maps directly to airborne EW avionics and mission-system technician roles.",curated_mapping,https://www.airforce.com/careers/aviation-and-flight/special-operations-forces-personnel-recovery-integrated-electronic-warfare-systems,2026-08-29
air_force,2A8X3,electronic-warfare-specialist,86,adjacent,"SOF/PR EW maintainers can move into EW specialist roles when operational mission-system and threat-warning context is documented.",curated_mapping,https://www.airforce.com/careers/aviation-and-flight/special-operations-forces-personnel-recovery-integrated-electronic-warfare-systems,2026-08-29
air_force,2A2X3,radar-systems-technician,94,direct,"Legacy SOF/PR integrated EW systems experience remains a direct fit for airborne EW avionics and radar/EW sustainment.",curated_mapping,https://www.mynextmove.org/vets/profile/military/49-2091.00,2026-08-29
air_force,2A2X3,ew-test-and-evaluation-technician,86,adjacent,"Legacy SOF/PR EW troubleshooting and LRU experience can support integration and test roles when test-equipment duties are documented.",curated_mapping,https://www.mynextmove.org/vets/profile/military/49-2091.00,2026-08-29
air_force,2A9X3,radar-systems-technician,98,direct,"Bomber/special EW and radar surveillance integrated avionics maps directly to radar, EW, avionics, and mission-system technician roles.",curated_mapping,https://www.airforce.com/careers/aviation-and-flight/bomber-special-electronic-warfare-and-radar-surveillance-integrated-avionics,2026-08-29
air_force,2A9X3,ew-test-and-evaluation-technician,90,adjacent,"EW, radar surveillance, computer systems, and avionics troubleshooting support test, evaluation, and integration paths.",curated_mapping,https://www.airforce.com/careers/aviation-and-flight/bomber-special-electronic-warfare-and-radar-surveillance-integrated-avionics,2026-08-29
air_force,2A0X1,radar-systems-technician,92,direct,"Avionics test station and component work on radar, navigation, EW, and test equipment maps directly to radar/EW technician roles.",curated_mapping,https://www.airforce.com/careers/science-and-technology/avionics-test-station-and-components,2026-08-29
air_force,2A0X1,ew-test-and-evaluation-technician,92,direct,"Depot and bench-test avionics experience is a strong test-equipment, component troubleshooting, and EW support signal.",curated_mapping,https://www.airforce.com/careers/science-and-technology/avionics-test-station-and-components,2026-08-29
coast_guard,CMS,soc-analyst,94,direct,"CMS cybersecurity, network analysis, threat detection, red/blue operations, and cloud security map directly to SOC and cyber analyst roles.",curated_mapping,https://www.gocoastguard.com/careers/enlisted/cms,2026-08-29
coast_guard,CMS,threat-hunter,88,direct,"CMS threat detection, network analysis, and defensive cyber work supports threat hunting and incident-response paths.",curated_mapping,https://www.gocoastguard.com/careers/enlisted/cms,2026-08-29
navy,EM,marine-electrician,95,direct,"Shipboard electrical power generation and distribution work maps directly to marine and shipyard electrician roles in naval shipbuilding and repair.",curated_mapping,https://www.navy.com/careers-benefits/careers/industrial-mechanical/electricians-mate,2026-08-29
navy,EM,industrial-electrician,90,direct,"Electrician's Mate power, motor, switchgear, and distribution experience maps closely to industrial electrician work in commercial and industrial facilities.",curated_mapping,https://www.onetonline.org/link/summary/47-2111.00,2026-08-29
navy,EM,power-generation-electrician,90,direct,"EM generator, switchboard, and shore-power experience is a direct fit for power-generation and facilities electrician roles.",curated_mapping,https://www.onetonline.org/link/summary/47-2111.00,2026-08-29
navy,ET,industrial-electronics-technician,92,direct,"Shipboard electronics maintenance (radar, communications, navigation) maps directly to industrial electronics and controls technician work.",curated_mapping,https://www.navy.com/careers-benefits/careers/electronics-technology/electronics,2026-08-29
navy,ET,marine-electrician,72,adjacent,"Shipyards value ET electronics experience for shipboard electrical and electronics installation, though the core fit is electronics rather than power wiring.",curated_mapping,https://www.onetonline.org/link/summary/49-2094.00,2026-08-29
navy,IC,industrial-electronics-technician,88,direct,"Interior communications, gyrocompass, alarm, and announcing-system work maps directly to industrial electronics and controls technician roles.",curated_mapping,https://www.navy.com/careers-benefits/careers/electronics-technology/interior-communications-electrician,2026-08-29
navy,IC,marine-electrician,85,direct,"IC shipboard electrical and interior-systems experience is a direct fit for marine and shipyard electrician work.",curated_mapping,https://www.onetonline.org/link/summary/47-2111.00,2026-08-29
navy,IC,industrial-electrician,74,adjacent,"IC electrical experience transfers to industrial electrician roles, with facility power and controls as the adjacent gap.",curated_mapping,https://www.onetonline.org/link/summary/47-2111.00,2026-08-29
army,12R,industrial-electrician,95,direct,"Army interior electrician wiring, panel, transformer, and distribution work maps directly to civilian industrial and commercial electrician roles.",curated_mapping,https://www.goarmy.com/careers-and-jobs/mechanics-engineering/design-develop/12r-interior-electrician,2026-08-29
army,12R,power-generation-electrician,82,direct,"Interior electrician distribution and power experience is a direct fit for power-generation and facilities electrician roles.",curated_mapping,https://www.onetonline.org/link/summary/47-2111.00,2026-08-29
army,12R,marine-electrician,66,requires_gap,"Licensed electricians are hired as shipyard marine electricians, but the shipboard environment and standards are a gap for an Army interior electrician.",curated_mapping,https://www.onetonline.org/link/summary/47-2111.00,2026-08-29
navy,STG,sonar-systems-technician,98,direct,"STGs are both sonar operators and electronics technicians responsible for surface-ship sonar operation, troubleshooting, maintenance, and target detection.",curated_mapping,https://www.mynavyhr.navy.mil/Career-Management/Community-Management/Enlisted/Surface-CS-OPS/STG/,2026-08-31
navy,STG,acoustic-analyst,94,direct,"STG acoustic analysis, ACINT, target detection, and classification experience maps directly to acoustic analyst and sonar SME work.",curated_mapping,https://www.mynavyhr.navy.mil/Portals/55/Career/ECM/Surface_CS_Ops/STG_FY-27_ECP_FINAL.pdf,2026-08-31
navy,STG,asw-analyst,94,direct,"Surface sonar, ASW operator, sonar supervisor, contact evaluation, and underwater fire-control experience map directly to ASW analyst roles.",curated_mapping,https://www.mynavyhr.navy.mil/Portals/55/Career/ECM/Surface_CS_Ops/STG_FY-27_ECP_FINAL.pdf,2026-08-31
navy,STG,undersea-test-and-evaluation-technician,84,adjacent,"STGs with sonar troubleshooting, acoustic data, and shipboard test-equipment exposure can support undersea test and evaluation teams.",curated_mapping,https://careers.l3harris.com/en/search_jobs/voip/4832/1/search-jobs,2026-08-31
navy,STS,sonar-systems-technician,99,direct,"STS submarine sonar operation, calibration, testing, maintenance, and underwater surveillance work maps directly to sonar systems technician roles.",curated_mapping,https://aws.navy.com/careers-benefits/careers/intelligence-information-cryptology/sonar-technician,2026-08-31
navy,STS,acoustic-analyst,96,direct,"STS passive/active sonar, acoustic data collection, contact classification, and submarine acoustic operations are a direct acoustic-analysis fit.",curated_mapping,https://aws.navy.com/careers-benefits/careers/intelligence-information-cryptology/sonar-technician,2026-08-31
navy,STS,undersea-systems-specialist,96,direct,"STS submarine sonar, combat-control test equipment, underwater surveillance, hydrophone-array, and acoustic data experience fit undersea systems specialist paths.",curated_mapping,https://gdmissionsystems.com/submarine-systems/sonar,2026-08-31
navy,STS,undersea-test-and-evaluation-technician,88,adjacent,"Submarine sonar calibration, fault isolation, and acoustic data collection can support at-sea undersea test and evaluation roles.",curated_mapping,https://careers.l3harris.com/en/search_jobs/voip/4832/1/search-jobs,2026-08-31
navy,T42A,acoustic-analyst,99,direct,"T42A Master Sonar Technician qualification emphasizes in-depth acoustic analysis, advanced sonar operations, contact evaluation, and coordination.",curated_mapping,https://www.mynavyhr.navy.mil/Portals/55/Reference/NEOCS/Vol2/NEC_Chap_4_Apr_23.pdf,2026-08-31
navy,T42A,asw-analyst,96,direct,"Master submarine sonar experience is a strong signal for ASW analysis, contact evaluation, and sonar operations coordination roles.",curated_mapping,https://www.mynavyhr.navy.mil/Portals/55/Reference/NEOCS/Vol2/NEC_Chap_4_Apr_23.pdf,2026-08-31
navy,T42A,undersea-systems-specialist,92,direct,"T42A advanced sonar operations and acoustic analysis are strong undersea-systems SME signals.",curated_mapping,https://gdmissionsystems.com/submarine-systems/sonar,2026-08-31
navy,MT,strategic-weapons-systems-technician,100,direct,"MT TRIDENT/SWS operation, maintenance, testing, and troubleshooting is a near-direct continuation as a civilian strategic-weapons and missile-systems technician.",curated_mapping,https://www.navy.com/careers-benefits/careers/electronics-technology/missile-technician,2026-09-01
navy,MT,engineering-technologist,95,direct,"O*NET's military crosswalk maps MT NECs into Electrical and Electronic Engineering Technologists and Technicians (17-3023.00): build, test, repair, adjust, and modify circuitry and controls.",official_military_crosswalk,https://www.mynextmove.org/vets/profile/military/17-3023.00,2026-09-01
navy,MT,industrial-electronics-technician,95,direct,"O*NET maps MT NECs into Electrical and Electronics Repairers, Commercial and Industrial Equipment (49-2094.00): diagnosing with test gear, calibration, schematics, and integrated-system troubleshooting.",official_military_crosswalk,https://www.mynextmove.org/vets/profile/military/49-2094.00,2026-09-01
navy,MT,missile-systems-maintenance-technician,94,direct,"Missile handling, maintenance, testing, and fault isolation map directly to missile-systems maintenance technician roles at defense primes.",curated_mapping,https://www.navy.com/careers-benefits/careers/electronics-technology/missile-technician,2026-09-01
navy,MT,calibration-technician,88,direct,"MTs test, align, adjust, and calibrate test and measurement equipment — a clean match to calibration and metrology technician work (17-3028.00).",official_crosswalk,https://www.onetonline.org/link/summary/17-3028.00,2026-09-01
navy,MT,field-service-technician,88,direct,Hands-on maintenance and troubleshooting of complex electromechanical systems transfers to field service engineer and technician roles.,curated_mapping,https://www.onetonline.org/link/summary/49-2094.00,2026-09-01
navy,MT,electronics-mechanic,86,direct,Federal WG-2604 Electronics Mechanic work at TRIDENT Refit Facility Bangor and Kings Bay is almost a literal translation of MT test-equipment troubleshooting and repair.,official_crosswalk,https://www.opm.gov/policy-data-oversight/classification-qualifications/classifying-federal-wage-system-positions/standards/2600/fws2604.pdf,2026-09-01
navy,MT,systems-integration-test-technician,86,direct,System-level operational readiness testing and fault isolation map to systems integration and test technician roles.,curated_mapping,https://www.onetonline.org/link/details/17-3023.00,2026-09-01
navy,T33A,strategic-weapons-systems-technician,98,direct,T33A TRIDENT II SWS MK 98 MOD 6 fire-control and electronics work is a direct strategic-weapons systems technician fit.,curated_mapping,https://www.mynavyhr.navy.mil/Portals/55/Career/ECM/Submarine/MT%20career%20path%20FY25.pdf,2026-09-01
navy,T33A,engineering-technologist,92,direct,T33A appears in O*NET's military crosswalk for Electrical and Electronic Engineering Technologists and Technicians (17-3023.00).,official_military_crosswalk,https://www.mynextmove.org/vets/profile/military/17-3023.00,2026-09-01
navy,T33A,industrial-electronics-technician,88,direct,"T33A appears in O*NET's military crosswalk for Electrical and Electronics Repairers, Commercial and Industrial Equipment (49-2094.00).",official_military_crosswalk,https://www.mynextmove.org/vets/profile/military/49-2094.00,2026-09-01
navy,T33A,systems-integration-test-technician,88,direct,SWS operational readiness testing and fault isolation map to systems integration and test technician roles.,curated_mapping,https://www.onetonline.org/link/details/17-3023.00,2026-09-01
navy,T34A,nuclear-weapons-technical-specialist,96,direct,"T34A Nuclear Weapons Specialist experience maps directly to nuclear-weapons technical support, surety, and weapons-safety work.",curated_mapping,https://www.mynavyhr.navy.mil/Portals/55/Reference/NEOCS/Vol2/NEC_Chap_4_Apr_23.pdf,2026-09-01
navy,T34A,quality-assurance-specialist,88,direct,"Nuclear-weapons procedural compliance, independent verification, and controlled maintenance map strongly to quality-assurance specialist work (federal GS-1910).",curated_mapping,https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/1900/quality-assurance-series-1910/,2026-09-01
navy,T34A,engineering-technologist,86,adjacent,"T34A appears in O*NET's military crosswalk for Electrical and Electronic Engineering Technologists and Technicians (17-3023.00), though the strongest T34A fit is nuclear/QA rather than bench electronics.",official_military_crosswalk,https://www.mynextmove.org/vets/profile/military/17-3023.00,2026-09-01
navy,T34A,industrial-electronics-technician,84,adjacent,"T34A appears in O*NET's military crosswalk for Electrical and Electronics Repairers, Commercial and Industrial Equipment (49-2094.00).",official_military_crosswalk,https://www.mynextmove.org/vets/profile/military/49-2094.00,2026-09-01
navy,T37A,naval-weapons-technician,94,direct,T37A SSGN Attack Weapon System (conventional strike) work maps directly to naval weapons systems technician roles.,curated_mapping,https://www.mynavyhr.navy.mil/Portals/55/Career/ECM/Submarine/MT%20career%20path%20FY25.pdf,2026-09-01
navy,T37A,missile-systems-maintenance-technician,92,direct,SSGN tactical-strike and missile-handling experience maps directly to missile-systems maintenance technician roles.,curated_mapping,https://www.mynavyhr.navy.mil/Portals/55/Career/ECM/Submarine/MT%20career%20path%20FY25.pdf,2026-09-01
navy,T37A,engineering-technologist,88,direct,T37A appears in O*NET's military crosswalk for Electrical and Electronic Engineering Technologists and Technicians (17-3023.00).,official_military_crosswalk,https://www.mynextmove.org/vets/profile/military/17-3023.00,2026-09-01
navy,T37A,systems-integration-test-technician,86,direct,Weapon-system testing and fault isolation map to systems integration and test technician roles.,curated_mapping,https://www.onetonline.org/link/details/17-3023.00,2026-09-01
navy,T38A,maintenance-program-analyst,92,direct,T38A Strategic Weapon System Master Chief experience in program operations maps to maintenance and program analysis roles (federal GS-0343/0346).,curated_mapping,https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/0300/management-and-program-analysis-series-0343/,2026-09-01
navy,T38A,first-line-maintenance-supervisor,92,direct,"T38A appears in O*NET's military crosswalk for First-Line Supervisors of Mechanics, Installers, and Repairers (49-1011.00).",official_military_crosswalk,https://www.mynextmove.org/vets/profile/military/49-1011.00,2026-09-01
navy,T38A,strategic-weapons-systems-technician,88,direct,Master Chief SWS depth is a strong strategic-weapons SME and fleet-support signal.,curated_mapping,https://www.mynavyhr.navy.mil/Portals/55/Career/ECM/Submarine/MT%20career%20path%20FY25.pdf,2026-09-01
navy,T48A,industrial-electronics-technician,90,direct,"T48A appears in O*NET's military crosswalk for Electrical and Electronics Repairers, Commercial and Industrial Equipment (49-2094.00).",official_military_crosswalk,https://www.mynextmove.org/vets/profile/military/49-2094.00,2026-09-01
navy,T48A,electronics-mechanic,86,direct,Apprentice SWS electronics and electromechanical maintenance maps to federal WG-2604 electronics mechanic work.,official_crosswalk,https://www.opm.gov/policy-data-oversight/classification-qualifications/classifying-federal-wage-system-positions/standards/2600/fws2604.pdf,2026-09-01
navy,T48A,calibration-technician,82,adjacent,Apprentice test-equipment exposure supports an entry calibration/metrology technician path with additional experience.,official_crosswalk,https://www.onetonline.org/link/summary/17-3028.00,2026-09-01
navy,T51A,field-service-technician,90,direct,T51A Journeyman SWS maintenance and troubleshooting maps to senior field service technician and engineer roles.,official_military_crosswalk,https://www.mynextmove.org/vets/profile/military/49-2094.00,2026-09-01
navy,T51A,industrial-electronics-technician,90,direct,"T51A appears in O*NET's military crosswalk for Electrical and Electronics Repairers, Commercial and Industrial Equipment (49-2094.00).",official_military_crosswalk,https://www.mynextmove.org/vets/profile/military/49-2094.00,2026-09-01
navy,T51A,engineering-technologist,88,direct,Journeyman-level SWS test and troubleshooting maps to engineering technician roles.,curated_mapping,https://www.mynextmove.org/vets/profile/military/17-3023.00,2026-09-01
navy,T53A,systems-integration-test-technician,90,direct,T53A Advanced Operator system-level and operational-readiness testing maps directly to systems integration and test technician roles.,curated_mapping,https://www.mynavyhr.navy.mil/Portals/55/Reference/NEOCS/Vol2/NEC_Chap_4_Apr_23.pdf,2026-09-01
navy,T53A,strategic-weapons-systems-technician,90,direct,"T53A appears in O*NET's military crosswalk for Electrical and Electronics Repairers, Commercial and Industrial Equipment (49-2094.00) and is a strong SWS operations/test SME.",official_military_crosswalk,https://www.mynextmove.org/vets/profile/military/49-2094.00,2026-09-01
navy,T53A,field-service-technician,84,direct,Advanced SWS operations experience maps to field service technician and engineer roles.,curated_mapping,https://www.onetonline.org/link/summary/49-2094.00,2026-09-01
navy,T54A,first-line-maintenance-supervisor,92,direct,"T54A appears in O*NET's military crosswalk for First-Line Supervisors of Mechanics, Installers, and Repairers (49-1011.00).",official_military_crosswalk,https://www.mynextmove.org/vets/profile/military/49-1011.00,2026-09-01
navy,T54A,maintenance-program-analyst,90,direct,"T54A SWS Manager duties (maintenance, program, and technical management) map to maintenance and program analysis roles.",curated_mapping,https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/0300/management-and-program-analysis-series-0343/,2026-09-01
navy,T54A,engineering-technologist,88,direct,T54A appears in O*NET's military crosswalk for Electrical and Electronic Engineering Technologists and Technicians (17-3023.00).,official_military_crosswalk,https://www.mynextmove.org/vets/profile/military/17-3023.00,2026-09-01
navy,T54A,quality-assurance-specialist,84,adjacent,SWS maintenance-management and configuration-control experience supports a quality-assurance specialist path.,curated_mapping,https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/1900/quality-assurance-series-1910/,2026-09-01
navy,T55A,first-line-maintenance-supervisor,92,direct,"T55A appears in O*NET's military crosswalk for First-Line Supervisors of Mechanics, Installers, and Repairers (49-1011.00).",official_military_crosswalk,https://www.mynextmove.org/vets/profile/military/49-1011.00,2026-09-01
navy,T55A,engineering-technologist,88,direct,T55A appears in O*NET's military crosswalk for Electrical and Electronic Engineering Technologists and Technicians (17-3023.00).,official_military_crosswalk,https://www.mynextmove.org/vets/profile/military/17-3023.00,2026-09-01
navy,T55A,quality-assurance-specialist,86,direct,"Technical supervisor, training, and QA experience maps to quality-assurance specialist roles (federal GS-1910).",curated_mapping,https://www.opm.gov/policy-data-oversight/classification-qualifications/general-schedule-qualification-standards/1900/quality-assurance-series-1910/,2026-09-01
